﻿ID	Value
htd95	આ\DM_DMD વર્ષે\N_NN મેળાનું\N_NN આયોજન\N_NN મેળાના\N_NN સ્થળને\N_NN સેક્ટરમાં\N_NN વિભાજિત\JJ કરીને\V_VM કરવામાં\V_VM આવ્યું\V_VM છે\V_VAUX  .\RD_PUNC
htd96	સુરક્ષાના\N_NN સંદર્ભમાં\N_NN ગઢમુક્તેશ્વરમાં\N-NNP પહેલાંની\N_NST સરખામણીમાં\N_NN પોલિસ\N_NN ફોર્સ\N_NN વધારે\RP_INTF ગોઠવવામાં\V_VM આવ્યો\V_VAUX છે\V_VAUX  .\RD_PUNC
htd97	મુખ્ય\JJ સ્થાનો\N_NN પર\PSP ક્લોઝ\N-NNP સર્કિટ\N-NNP ટીવી\N_NN કેમેરા\N_NN પણ\CC_CCD ગોઠવવામાં\V_VM આવ્યા\V_VAUX છે\V_VAUX  .\RD_PUNC
htd98	ગંગાસ્નાન\N-NNP માટે\PSP અનેક\QT_QTF ઘાટ\N_NN પણ\CC_CCD બનાવવામાં\V_VM આવ્યા\V_VAUX છે\V_VAUX  .\RD_PUNC
htd99	હસ્તિનાપુરનું\N-NNP ઐતિહાસિક\JJ મહત્ત્વ\N_NN છે\V_VAUX  .\RD_PUNC
htd100	જૈન\N_NN સિવાયના\RP_RPD અન્ય\QT_QTF ભારતીઓ\N_NN માટે\PSP એનું\PR_PRL વિશેષ\JJ મહત્ત્વ\N_NN છે\V_VAUX  .\RD_PUNC
htd101	હસ્તિનાપુર\N_NNV જવા\V_VM માટે\PSP અમને\PR_PRP દિલ્લીમાં\N-NNP કશ્મીરીગેટ\N-NNP બસ\N_NN સ્ટેશનથી\N_NN જવું\V_VM સગવડભર્યું\RB લાગ્યું\V_VAUX .\RD_PUNC
htd102	કાશ્મીરીગેટથી\N-NNP સતત\RB મેરઠ\N-NNP સુધીની\RP_RPD બસો\N_NN જાય\V_VM છે\V_VAUX  .\RD_PUNC
htd103	પછી\N_NST મેરઠથી\N-NNP હસ્તિનાપુરની\N-NNP બસો\N_NN મળી\V_VM જાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd104	દિલ્લીહીથી\N-NNP હસ્તિનાપુરનું\N-NNP અંતર\N_NN લગભગ\RP_RPD કિલોમીટર\N_NN છે\V_VAUX  .\RD_PUNC
htd105	હસ્તિનાપુરને\N-NNP શાસ્ત્રમાં\N_NN અન્ય\QT_QTF ઘણાં\QT_QTF નામોથી\N_NN પણ\CC_CCD ઓળખવામાં\V_VM આવે\V_VAUX છે\V_VAUX ,\RD_PUNC જેમકે\RP_RPD ,\RD_PUNC ગજપુર\N-NNP ,\RD_PUNC નાગપુર\N-NNP ,\RD_PUNC અસંધિવત\N-NNP ,\RD_PUNC બ્રહ્મસ્થળ\N-NNP ,\RD_PUNC શાંતિનગર\N-NNP ,\RD_PUNC કુજારપુર\N-NNP વગેરે\RP_RPD .\RD_PUNC
htd106	હસ્તિનાપુરમાં\N-NNP જૈનધર્મના\N_NN ચોવીસ\QT_QTC તીર્થકરોમાંના\N_NN સૌપ્રથમ\QT_QTO તીર્થકર\N_NN શ્રી\N-NNP આદિનાથ\N-NNP પ્રભુએ\N_NN પોતાના\PR_PRP ચારસો\QT_QTC દિવસના\N_NN વ્રત\N_NN પછી\PSP શ્રેયાંસકુમારના\N-NNP હાથે\N_NN શેરડીનો\N_NN રસ\N_NN લઈને\V_VM પોતાના\PR_PRP વ્રતનું\N_NN સમાપન\N_NN કર્યું\V_VM હતું \V_VAUX.\RD_PUNC
htd107	હસ્તિનાપુરમાં\N-NNP જ\RP_RPD શ્રી\N-NNP શાંતિનાથ\N-NNP પ્રભુ\N_NN ,\RD_PUNC કુંથનાથ\N-NNP પ્રભુ\N_NN અને\CC_CCD શ્રી\N-NNP અરહનાથ\N-NNP પ્રભુના\N_NN બાર\QT_QTC કલ્યાણક\N_NN થયાં\V_VM .\RD_PUNC
htd108	ભગવાન\N_NN મલ્લિનાથનું\N-NNP સમવસરણ\N_NN પણ\CC_CCD હસ્તિનાપુરમાં\N-NNP જ\RP_RPD થયું\V_VM .\RD_PUNC
htd109	હસ્તિનાપુરમાં\N-NNP જ\RP_RPD મુનિ\N_NN સુવ્રતનાથ\N-NNP સ્વામી\N_NN ,\RD_PUNC ભગવાન\N_NN પાર્શ્વનાથ\N-NNP અને\CC_CCD ભગવાન\N_NN મહાવીર\N-NNP સ્વામીએ\N_NN પોતાની\PR_PRF દિવ્યવાણીમાં\N_NN પ્રવચન\N_NN આપ્યા\V_VM .\RD_PUNC
htd110	હસ્તિનાપુરમાં\N_NN પ્રક્ષાલન\N_NN અને\CC_CCD પૂજા\N_NN અર્ચનાનો\N_NN સમય\N_NN સવારે\N_NN વાગ્યાથી\V_VM સાંજે\N_NN ૫\QT_QTO વાગ્યા\V_VM સુધીનો\RP_RPD છે\V_VAUX  .\RD_PUNC
htd111	અને\CC_CCD દિગંબર\N_NN જૈનમંદિરમાં\N_NN પૂજા\N-NNP કરવાનો\V_VM સમય\N_NN સવારે\N_NN સાત\QT_QTC વાગ્યાથી\V_VM શરૂ\V_VM થાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd112	હસ્તિનાપુરમાં\N-NNP આદિનાથ\N-NNP ભગવાન\N_NN દીક્ષા\N_NN લેવા\V_VM માટે\PSP ચારસો\QT_QTC દિવસો\N_NN પછી\PSP વૈશાખ\N-NNP સુદ\N_NN ત્રીજના\N_NN દિવસે\N_NN આવ્યા\V_VM હતાં\V_VAUX .\RD_PUNC
htd113	લોકો\N_NN દૂરદૂરથી\N_NST એમના\PR_PRP દર્શન\N_NN માટે\PSP જતા\V_VM હતાં \V_VAUX.\RD_PUNC
htd114	રાજકુમાર\N_NN શ્રેયાંસકુમારને\N-NNP જ્યારે\N_NST આ\DM_DMD વાતનું\N_NN જ્ઞાન\N_NN થયું\V_VM ત્યારે\N_NST તેમને\N_NST પોતાના\PR_PRF પૂર્વજોની\N_NN અન્નજળ\N_NN ત્યાગ\V_VM કરવાની\V_VM પ્રથાનું\N_NN સ્મરણ\N_NN થયું\V_VM .\RD_PUNC
htd115	રાજકુમાર\N_NN શ્રેયાંસકુમારે\N-NNP આદિનાથ\N-NNP પ્રભુ\N_NN દ્વારા\PSP વ્રતના\N_NN સમાપન\N_NN માટે\PSP શેરડીનો\N_NN રસ\N_NN ગ્રહણ\V_VM કરવાની\V_VM પ્રાર્થના\N_NN કરી\V_VM જેનો\PR_PRL તેમણે\PR_PRP સ્વીકાર\N_NN કર્યો\V_VM .\RD_PUNC
htd116	પછીથી\N_NST આ\DM_DMD દિવસને\N_NN અખાત્રીજ\N-NNP પણ\CC_CCD કહેવામાં\V_VM આવે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd117	હસ્તિનાપુરમાં\N-NNP ભગવાને\N_NN પોતાના\PR_PRF પ્રવચનોથી\N_NN છ\QT_QTC મોટા\JJ રાજાઓને\N_NN જૈનધર્મના\N_NN અનુયાયી\N_NN બનાવ્યા\V_VM .\RD_PUNC
htd118	તીર્થકરોમાંથી\N_NN તીર્થકર\N_NN શ્રી\N-NNP મુનિ\N_NN સુવ્રતસ્વામી\N-NNP ,\RD_PUNC તીર્થંકર\N_NN પાર્શ્વનાથ\N-NNP ભગવાન\N_NN અને\CC_CCD છેલ્લા\QT_QTO તીર્થંકર\N_NN શ્રી\N-NNP મહાવીરસ્વામીએ\N-NNP પણ\CC_CCD આ\DM_DMD સ્થળને\N_NN પોતાના\PR_PRF ચરણોથી\N_NN પવિત્ર\JJ કર્યું\V_VM .\RD_PUNC
htd119	ભારતમાં\N-NNP કુલ\QT_QTF ચક્રવર્તી\JJ રાજા\N_NN થયા\V_VM ,\RD_PUNC
htd120	ભારતના\N-NNP કુલ\QT_QTF ચક્રવર્તી\JJ રાજાઓમાંથી\N_NN જન્મસ્થળ\N_NN હસ્તિનાપુર\N-NNP છે\V_VAUX  .\RD_PUNC
htd121	રામાયણકાળના\N-NNP પરશુરામ\N-NNP પણ\CC_CCD હસ્તિનાપુરમાં\N-NNP જન્મ્યા\V_VM હતાં\V_VAUX .\RD_PUNC
htd122	હસ્તિનાપુર\N-NNP કૌરવો\N-NNP અને\CC_CCD પાંડવોની\N-NNP રાજધાની\N_NN રહી\V_VM ચૂકી\V_VAUX છે\V_VAUX  .\RD_PUNC
htd123	કારતક\N-NNP પૂનમ\N_NN અને\CC_CCD વૈશાખ\N-NNP સુદ\N_NN ત્રીજે\V_VAUX_VNP શ્વેતાંબર\N-NNP જૈનમંદિરમાં\N_NN અને\CC_CCD કારતક\N-NNP સુદ\N_NNP આઠમથી\N_NNP પૂનમની\N_NNP વચ્ચે\N_NST દિગમ્બર\N-NN જૈનમંદિરમાં\N_NN કાર્યક્રમનું\N_NN આયોજન\N_NN કરવામાં\V_VM આવે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd124	ભગવાન\N_NN આદિનાથે\N-NNP પોદનપુર\N-NNP અને\CC_CCD હસ્તિનાપુર\N-NNP રાજ્ય\N_NN પોતાના\PR_PRF પુત્ર\N_NN બાહુબલીને\N-NNP સોંપી\V_VM દીધાં\V_VAUX હતાં\V_VAUX .\RD_PUNC
htd125	બાહુબલીએ\N-NNP પોદનપુર\N-NNP પર\PSP શાસન\N_NN કર્યું\V_VM ,\RD_PUNC
htd126	જ્યારે\N_NST તેમના\PR_PRL પુત્ર\N_NN સોમયશે\N-NNP હસ્તિનાપુર\N-NNP પર\PSP .\RD_PUNC
htd127	બાહુબલીના\N-NNP નાના\RB ભાઈ\N_NN શ્રેયાંષકુમારે\N-NNP આદિનાથ\N-NNP ભગવાનનો\N_NN ચરણાભિષેક\N_NN કર્યો\V_VM હતો\V_VAUX .\RD_PUNC
htd128	શ્રેયાંસકુમારની\N-NNP યાદમાં\N_NN રત્નસ્તંભ\N_NN બનાવાયો\V_VM હતો\V_VAUX .\RD_PUNC
htd129	ત્યાં\N_NST આદિનાથ\N-NNP ભગવાનની\N_NN ચરણપાદુકા\N_NN પણ\CC_CCD સ્થાપિત\V_VM કરી\V_VAUX હતી\V_VAUX .\RD_PUNC
htd130	શ્રી\N-NNP શાંતિનાથ\N-NNP ભગવાન\N_NN ,\RD_PUNC શ્રી\N-NNP કુંથનાથ\N-NNP ભગવાન\N_NN અને\CC_CCD અરહનાથ\N-NNP ભગવાનના\N_NN ચાર\QT_QTC કલ્યાણકની\N_NN યાદમાં\N_NN પણ\CC_CCD અહીં\N_NST ત્રણ\QT_QTC સ્તંભ\N_NN બનાવવામાં\V_VM આવ્યા\V_VAUX .\RD_PUNC
htd131	રાજા\N_NN શિવરાજે\N-NNP મહાવીરસ્વામીનું\N-NNP પ્રવચન\N_NN સાંભળીને\V_VM જૈન\N_NN ધર્મ\N_NN અંગીકાર\V_VM કર્યો .\RD_PUNC\V_VAUX મહાવીરસ્વામીની\N-NNP યાદમાં\N_NN રાજા\N_NN શિવરાજે\N-NNP હસ્તિનાપુરમાં\N-NNP એક\QT_QTC સ્તંભ\N_NN બનાવડાવ્યો\V_VM .\RD_PUNC
htd132	સમ્રાટ\JJ અશોકના\N-NNP એક\QT_QTC વંશજે\N_NN પણ\CC_CCD પોતાના\PR_PRF શાસનકાળ\N_NN દરમિયાન\PSP કેટલાય\QT_QTF જૈન\N_NN મંદિર\N_NN બનાવડાવ્યા\V_VM .\RD_PUNC
htd133	પરંતુ\CC_CCD ,\RD_PUNC સમયની\N_NN સાથે\PSP તે\DM_DMR પ્રાચીન\RB સ્તંભ\N_NN અને\CC_CCD મંદિર\N_NN ધીમે-ધીમે\RB નષ્ટ\V_VM થઈ\V_VM ગયા\V_VAUX .\RD_PUNC
htd134	આ\DM_DMD હસ્તિનાપુરનગર\N-NNP પવિત્ર\JJ ગંગાના\N-NNP કિનારે\N_NN હયાત\V_VM છે\V_VAUX  .\RD_PUNC
htd135	હસ્તિનાપુર\N-NNP ગયેલા\V_VM લોકોને\N_NN રહેવા\V_VM માટે\PSP ધર્મશાળાની\N_NN પણ\CC_CCD સગવડ\N_NN મળે\V_VM છે\V_VAUX  .\RD_PUNC
htd136	શ્વેતાંબર\N-NNP ટ્રસ્ટ\N_NN ધર્મશાળામાં\N_NN રોકાવા\V_VM માટે\PSP ઓરડા\N_NN અને\CC_CCD સવારના\N_NN નાસ્તા\N_NN ,\RD_PUNC બપોરના\N_NN ભોજન\N_NN અને\CC_CCD રાતના\N_NN ભોજનની\N_NN વ્યવસ્થા\N_NN થાય\V_VM છે\V_VAUX  .\RD_PUNC
htd137	આ\DM_DMD રીતે\N_NN બીજી\QT_QTO કેટલીય\QT_QTF ધર્મશાળાઓ\N_NN સરળતાથી\RB મળી\V_VM જાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd138	ચમત્કારીક\JJ ક્ષેત્ર\N_NN તિજારા\N-NNP ઈચ્છાથી\N_NN વધારે\QT_QTF મળે\V_VM છે\V_VAUX અહીં \N_NST.\RD_PUNC
htd139	ચંદ્રપ્રભુ\N-NNP દિગંબર\N_NN જૈન\N_NN ચમત્કારીક\JJ  ક્ષેત્ર\N_NN દેહરા\N_NNP તિજારા\N-NNP રાજસ્થાનના\N-NNP અલવર\N-NNP જિલ્લામાં\N_NN આવેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd140	આ\DM_DMD ચમત્કારીક\JJ ક્ષેત્ર\N_NN કહેવાય\V_VM છે\V_VAUX  .\RD_PUNC
htd141	અતિશયનો\RP_INTF અર્થ\N_NNછે\V_VAUX સાધારણથી\JJ ખૂબ\QT_QTC વધારે\JJ .\RD_PUNC
htd142	એટલેકે\CC_CCD એવું\RP_RPD ક્ષેત્ર\N_NN જ્યાં\N_NST કંઈક\PR_PRI આસાધારણ\JJ થાય\V_VM અથવા\CC_CCD કોઈ\DM_DMI ચમત્કાર\N_NN થઈ\V_VM જાય\V_VAUX .\RD_PUNC
htd143	એટલેકે\CC_CCD સાધારણ\JJ રીતે\N_NN જે\PR_PRL કંઈ\PR_PRI માંગવામાં\V_VM આવે\V_VAUX ,\RD_PUNC એનાથી\PR_PRL પણ\CC_CCD ઘણું\RP_INTF વધારે\QT_QTF મળી\V_VM જાય\V_VAUX .\RD_PUNC
htd144	એટલું\CC_CCD મળે\V_VM કે\CC_CCS તમે\PR_PRP તરબોળ\V_VAUX_VNP થઈ\V_VM જાવ\V_VAUX .\RD_PUNC
htd145	આવી\RP_RPD જ\RP_RPDછે\V_VAUX તિજારા\N-NNP ક્ષેત્રની\N_NN માન્યતા\N_NN .\RD_PUNC
htd146	તિજારાનું\N-NNP આ\DM_DMD ચમત્કારીક\JJ  ક્ષેત્ર\N_NN અથવા\CC_CCD કહો\V_VM કે\CC_CCS મંદિર\N_NN અલવરજિલ્લાથી\N-NNP ૫૨\PSP કિલોમીટર\N_NN અને\CC_CCD દિલ્લીથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST આવેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd147	તિજારા\N-NNP ચમત્કારીક\JJ  ક્ષેત્રમાં\N_NN તીર્થકરોમાંથી\N_NN ૮માં\QT_QTC તીર્થંકર\N_NN શ્રી\N-NNP ચંદ્રપ્રભુ\N-NNP ભગવાનની\N_NN પૂજા\N_NN કરવામાં\V_VM આવે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd148	તિજારા\N-NNP ચમત્કારીક\JJ  ક્ષેત્રમાં\N_NN ચંદ્રપ્રભુભગવાનની\N-NNP સફેદ\JJ રંગની\N_NN અત્યંત\RP_INTF મનોહર\JJ સંગેમરમરની\N_NN મૂર્તિ\N_NN સ્થાપેલી\V_VM છે\V_VAUX  .\RD_PUNC
htd149	આ\DM_DMD મૂર્તિ\N_NN આ\DM_DMD ક્ષેત્રમાં\N_NN કરવામાં\V_VM આવેલા\V_VM ખોદકામ\N_NN દરમિયાન\PSP ઓગસ્ટ\N-NNP ,\RD_PUNC નીકળી\V_VM હતી\V_VAUX .\RD_PUNC
htd150	કહેવાય\V_VM છે\V_VAUX_VF કે\N_NN તિજારાક્ષેત્રમાં\N-NNP એક\QT_QTC પ્રખ્યાત\JJ વૈદ્ય\N_NN બિહારીલાલની\N-NNP પત્ની\N_NN સરસ્વતીદેવીએ\N-NNP ત્રણ\QT_QTC દિવસના\N_NN ઉપવાસ\N_NN રાખ્યો\V_VM હતા\V_VAUX .\RD_PUNC
htd151	ત્રીજા\QT_QTO દિવસે\N_NN વ્રતની\N_NN રાત્રે\N_NN તેમને\PR_PRL સપનામાં\N_NN પોતાના\PR_PRF ઘરની\N_NN પાસે\PSP આવેલા\V_VM એક\QT_QTC સ્થળના\N_NN સંદર્ભમાં\N_NN કંઈક\PR_PRI અદ્દભૂત\JJ જોવા\V_VM મળ્યું\V_VAUX .\RD_PUNC
htd152	બીજી\QT_QTO સવારે\N_NN જ્યારે\N_NST આ\DM_DMD સ્થળનું\N_NN ખોદકામ\N_NN કરવામાં\V_VM આવ્યું\V_VAUX ,\RD_PUNC
htd153	ત્યાંથી\N_NST ચંદ્રપ્રભુ\N-NNP ભગવાનની\N_NN ભવ્ય\JJ મૂર્તિ\N_NN મળી\V_VM આવી\V_VAUX .\RD_PUNC
htd154	ખોદકામ\N_NN કર્યા\V_VM પછી\PSP જે\DM_DMR સમયે\N_NN મૂર્તિ\N_NN કાઢવામાં\V_VM આવી\V_VAUX ,\RD_PUNC
htd155	શ્રદ્ધાળુ\JJ લોકોએ\N_NN તેનો\PR_PRL અર્થ\N_NN એ\DM_DMD કર્યો\V_VM .\RD_PUNC
htd156	આ\DM_DMD રીતે\N_NN કુદરતે\N_NN જ\RP_RPD મૂર્તિનો\N_NN જળાભિષેક\N_NN કરીને\V_VM તેને\PR_PRL પવિત્ર\JJ કરી\V_VM દીધી\V_VAUX .\RD_PUNC
htd157	આ\DM_DMD ઘટનાના\N_NN કેટલાય\QT_QTF વર્ષ\N_NN પછી\PSP આ\DM_DMD ક્ષેત્રમાંથી\N_NN માર્ચ\N-NNP ચંદ્રપ્રભુ\N-NNP ભગવાનની\N_NN કાળા\JJ રંગની\N_NN પદ્માસનની\N_NN મુદ્રામાં\N_NN એક\QT_QTC બીજી\QT_QTO મૂર્તિ\N_NN મળી\V_VM .\RD_PUNC
htd158	આ\DM_DMD મૂર્તિ\N_NN મંદિરના\N_NN દક્ષિણના\N_NST દરવાજાના\N_NN ખોદકામ\N_NN દરમિયાન\PSP મળી\V_VM ,\RD_PUNC
htd159	ચમત્કારીક\JJ  ક્ષેત્રમાં\N_NN આવેલ\V_VM આ\DM_DMD મંદિરનું\N_NN બાહ્ય\JJ સ્વરૂપ\N_NN અત્યંત\RP_INTF ભવ્ય\JJછે\V_VAUX .\RD_PUNC
htd160	અને\CC_CCD તેની\DM_DMR આંતરિક\JJ સજાવટ\N_NN ખૂબ\QT_QTC લોભામણી\JJ છે\V_VAUX  .\RD_PUNC
htd161	મંદિરના\N_NN આંગણમાં\N_NN એટલી\QT_QTF જગ્યા\N_NNછે\V_VAUX .\RD_PUNC
htd162	એકજ\QT_QTC વારમાં\N_NN અહીં\N_NST બે\QT_QTC હજાર\QT_QTC લોકો\N_NN સરળતાથી\RB હાજર\V_VM રહી\V_VM શકે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd163	તિજારામાં\N-NNP એક\QT_QTC મોટો\JJ હોલ\N_NN છે\V_VAUX  .\RD_PUNC
htd164	તિજારાના\N-NNP હોલની\N_NN બંને\QT_QTC બાજુ\N_NN દીવાલો\N_NN પર\PSP કાચનું\N_NN કામ\N_NN કરવામાં\V_VM આવ્યું\V_VAUX છે\V_VAUX  .\RD_PUNC
htd165	ચિત્રોના\N_NN માધ્યમથી\N_NN તેના\PR_PRL પર\PSP પૌરાણિક\RB કથા\N_NN કંડારવામાં\V_VM આવી\V_VAUX છે\V_VAUX  .\RD_PUNC
htd166	વ્યક્તિ\N_NN આ\DM_DMD મૂર્તિની\N_NN સામે\N_NST સાચા\RB મનની\N_NN પ્રાર્થના\N_NN કરે\V_VM છે\V_VAUX  .\RD_PUNC
htd167	વ્યક્તિની\N_NN બધી\QT_QTF ઈચ્છાઓ\N_NN પૂરી\V_VM થાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd168	જાદુટુચકાથી\N_NN પીડાતા\V_VM લોકો\N_NN પણ\CC_CCD પોતાની\PR_PRF સમસ્યાઓના\N_NN નિવારણ\N_NN માટે\PSP તિજારા\N-NNP આવે\V_VM છે\V_VAUX  .\RD_PUNC
htd169	મંદિરની\N_NN સામે\N_NST એક\QT_QTC અત્યંત\RP_INTF આકર્ષક\JJ સ્તંભ\N_NN આવેલો\V_VM છે\V_VAUX  .\RD_PUNC
htd170	તેને\PR_PRL માનસ્તંભ\N-NNP કહેવામાં\V_VM આવે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd171	સ્તંભની\N_NN ઉપર\N_NST ભગવાનની\N_NN મૂર્તિઓ\N_NN લગાવવામાં\V_VM આવી\V_VAUX_VF છે\V_VAUX  .\RD_PUNC
htd172	ભગવાનની\N_NN મૂર્તિઓના\N_NN દૂરથી\N_NST જ\RP_RPD દર્શન\N_NN થઈ\V_VM જાય\V_VAUX છે\V_VAUX ,\RD_PUNC
htd173	તેને\PR_PRL માન-સ્તંભ\N-NNP કહેવામાં\V_VM આવે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd174	આ\DM_DMD સ્તંભના\N_NN દર્શન\N_NN માત્રથી\RP_RPD જ\RP_RPD વ્યક્તિનો\N_NN ઘમંડ\N_NN ઓછો\QT_QTF થઈ\V_VM જાય\V_VAUX છે\V_VAUX  .\RD_PUNC
htd175	સામાન્ય\JJ રિવાજ\N_NN એવો\RP_RPDછે\V_VAUX કે\CC_CCS માનસ્તંભના\N-NNP શિખર\N_NN પર\PSP તીર્થંકર\N_NN ભગવાનની\N_NN ચાર\QT_QTC મૂર્તિઓ\N_NN સ્થાપવામાં\V_VM આવે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd176	તિજારામાં\N-NNP વર્ષમાં\N_NN બે\QT_QTC વાર\N_NN વિશેષ\JJ કાર્યક્રમોનું\N_NN આયોજન\N_NN કરવામાં\V_VM આવે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd177	એક\QT_QTC વાર\N_NN ફાગણની\N-NNP સાતમે\QT_QTO અને\CC_CCD બીજી\QT_QTO વાર\N_NN શ્રાવણ\N-NNP સુદ\N_NN દશમે\N_NN .\RD_PUNC
htd178	તિજારાના\N-NNP ચમત્કારીક\JJ  ક્ષેત્રમાં\N_NN શ્રદ્ધાળુઓના\N_NN રહેવા\V_VM માટે\PSP ઓરડાઓની\N_NN ધર્મશાળા\N_NN બનાવવામાં\V_VM આવી\V_VAUX છે\V_VAUX  .\RD_PUNC
htd179	પ્રાચીન\JJ સમયમાં\N_NN તિજારા\N-NNP ચમત્કારીક\JJ દહેરું\N-NNP નામથી\N_NN પ્રસિદ્ધ\JJ હતું\V_VM .\RD_PUNC
htd180	સમયાંતરે\N_NN આ\DM_DMD સ્થાન\N_NN દહેરું\N_NNP તિજારા\N-NNP અને\CC_CCD હવે\N_NST માત્ર\RP_RPD તિજારા\N-NNP પણ\CC_CCD કહેવાય\V_VM છે\V_VAUX  .\RD_PUNC
htd181	બસ્તરના\N-NNP જીલ્લા\N_NN મુખ્યમથક\JJ જગદલપુરથી\N-NNP દક્ષિણમાં\N_NST કિલોમીટર\N_NN દૂર\N_NST કાંકેર\N-NNP ખીણ\N_NN રાષ્ટ્રીય\JJ બાગ\N_NN આવેલ\V_VM છે\V_VAUX  .\RD_PUNC
htd182	કાંકેર\N-NNP ખીણપ્રદેશ\N_NN રાષ્ટ્રીય\JJ બાગ\N_NN પોતાના\PR_PRF પાણીના\N_NN ધોધ\N_NN ,\RD_PUNC ગુફાઓ\N_NN તથા\CC_CCD જીવજંતુંની\N_NN વિવિધતા\N_NN માટે\PSP પ્રસિદ્ધ\JJ છે\V_VAUX  .\RD_PUNC
htd183	કાંકેર\N-NNP ખીણપ્રદેશના\N_NN મુખ્ય\JJ પર્યટનસ્થળ\N_NN નીચે\N_NST મુજબ\PSPછે\V_VAUX .\RD_PUNC
htd184	જગદલપુરથી\N-NNP કિલોમીટર\N_NN દૂર\N_NST આવેલા\V_VM તીરથગઢનો\N-NNP મનમોહક\JJ ધોધ\N_NN પ્રવાસીઓના\N_NN મન\N_NN મોહી\V_VM લે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd185	પ્રવાસીઓ\N_NN તેની\PR_PRL મોહક\JJ છટામાં\N_NN એટલા\QT_QTF ખોવાય\V_VM જાય\V_VAUX છે\V_VAUX .\RD_PUNC
htd186	અહીંથી\N_NST પાછા\RB ફરવાનું\V_VM મન\N_NN જ\RP_RPD નથી\V_VAUX થતું \V_VM.\RD_PUNC
htd187	મુનગાબહાર\N-NNP નદી\N_NN ઉપર\PSP આવેલ\V_VM આ\DM_DMD ધોધ\N_NN ચંદ્રાકારરૂપથી\N_NN બનેલા\V_VM પહાડ\N_NN પરથી\PSP ફૂટ\N_NN નીચે\N_NST પગથિયા\N_NN પ્રકારની\N_NN કુદરતી\JJ રચનાઓ\N_NN ઉપર\PSP પડે\V_VM છે\V_VAUX  .\RD_PUNC
htd188	પાણી\N_NN પડવાથી\V_VM થતું\V_VM દૂધીયું\JJ ફીણ\N_NN તથા\CC_CCD પાણીના\N_NN ટીપાંના\N_NN બનેલા\V_VM કુદરતી\JJ ફુવારા\N_NN પર્યટકોને\N_NN થોડા\QT_QTF થોડા\QT_QTF ભીંજવી\V_VM દે\V_VAUX છે\V_VAUX  .\RD_PUNC
htd189	ભૂવિજ્ઞાનમાં\N-NNP એમ.ટેક.\N-NNP હોવાના\V_VM કારણે\N_NN મેં\PR_PRP એની\PR_PRL ભૂવૈજ્ઞાનિક\JJ ઉત્ત્પત્તિ\N_NN જાણવાનો\V_VM પ્રયત્ન\N_NN કર્યો\V_VM .\RD_PUNC
htd190	મે\PR_PRP એ\DM_DMD જાણ્યું\V_VM
htd191	કરોડો\QT_QTC વર્ષ\N_NN પહેલા\PSP કોઈ\DM_DMI ભૂકંપથી\N_NN બનેલા\V_VM ચન્દ્ર\N_NN ભ્રંસથી\N_NN નદીની\N_NN નીચેની\N_NST બાજુના\N_NN ખડકો\N_NN નીચે\N_NST ધસી\V_VM ગયા\V_VAUX
htd192	તથા\CC_CCD તેનાથી\PR_PRL બનેલા\V_VM પગથિયા\N_NN સ્વરૂપના\N_NN ખીણપ્રદેશે\N_NN આ\DM_DMD મનોરમ્ય\JJ ધોધનું\N_NN સર્જન\N_NN કર્યું\V_VM હશે\V_VAUX .\RD_PUNC
htd193	તીરથગઢ\N-NNP ધોધથી\N_NN કિલોમીટર\N_NN દૂર\N_NST પ્રાચીન\JJ મહત્ત્વ\N_NN ધરાવતું\V_VM મંદિર\N_NN ચિંગીતરાઈમાં\N-NNP આવેલું\V_VM છે\V_VAUX  .\RD_PUNC
htd194	તીરથગઢની\N-NNP સાથે\PSP ચિંગીતરાઈ\N-NNP તથા\CC_CCD ચન્દ્રગિરિ\N-NNP ઐતિહાસિક\JJ મહત્ત્વ\N_NN ધરાવે\V_VM છે\V_VAUX  .\RD_PUNC
htd195	એમ\RP_RPD કહેવાય\V_VM છે\V_VAUX
htd196	એ\DM_DMD રાજ્યમાં\N_NN કોઈ\DM_DMI રાજાને\N_NN બે\QT_QTC પુત્રો\N_NN હતાં\V_VM .\RD_PUNC
htd197	રાજકુમાર\N_NN ચન્દ્રદેવને\N-NNP વારસામાં\N_NN ચન્દ્રગિરિનો\N-NNP વિસ્તાર\N_NN મળ્યો\V_VM
